Doc id
2701938
2701975
2701994
2702276
2702283
2702230
2723221
2723493
2723484
2723648
2723463
2723408
2723616
2723498
2723491
2723586
2723635
2723430
2723471
2723577
2723624
2723507
2723712
2723440
2723429
2723391
2723644
2723517
2723427
2723524
2723469
2723486
2723557
2723689
2723637
2723490
2723444
2724146
2723630
2723584
2723549
2723707
2723564
2723594
2723462
2723558
2723521
2723478
2723464
2723441
2724046
2723402
2723456
2723685
2723483
2723439
2723448
2723501
2723696
2723569
2723602
2723397
2723625
2723412
2723580
2723392
2723664
2723475
2723680
2723618
2723695
2723699
2723482
2723654
2723532
2723591
2723551
2723538
2723645
2723460
2723415
2723465
2723667
2723506
2723676
2723709
2723544
2723542
2723449
2723405
2723740
2723393
2723513
2723587
2723468
2723553
2723730
2723698
2723410
2723502
2723566
2723453
2723655
2723753
2723750
2723414
2723675
2723546
2723711
2723601
2723481
2723488
2723445
2724013
2723701
2723713
2723458
2723428
2723457
2723598
2723742
2723669
2723396
2723526
2723540
2723659
2723434
2723425
2723536
2723466
2723500
2723646
2723717
2723467
2723650
2723582
2723443
2723522
2723688
2723596
2723496
2723755
2723455
2723562
2723573
2723400
2723745
2723559
2723492
2723747
2723590
2723733
2723474
2723516
2723470
2723684
2723461
2723479
2723436
2723724
2723692
2723627
2723489
2723509
2723472
2723480
2723454
2723665
2723728
2723723
2723610
2723608
2723639
2723768
2723629
2723748
2723764
2723765
2723527
2723670
2723593
2723571
2723757
2723766
2723739
2723719
2723679
2723769
2723934
2723687
2723451
2723634
2723636
2723581
2723642
2723736
2723762
2723431
2723531
2723767
2723611
2723395
2723568
2723763
2723620
2723606
2723552
2723761
2723537
2723612
2723390
2723621
2723743
2723419
2723661
2723560
2723576
2723401
2723691
2723715
2723673
2723589
2723760
2723411
2723403
2723756
2723734
2723710
2723520
2723407
2723417
2723677
2723759
2723694
2723614
2723703
2723758
2723751
2723605
2723547
2723609
2723700
2723726
2723604
2723729
2723437
2723658
2723424
2723666
2723541
2723446
2723657
2723565
2723556
2723528
2723588
2723708
2723508
2723735
2723404
2723656
2723714
2723652
2723716
2723452
2723623
2723704
2723567
2723674
2723686
2723515
2723442
2723741
2723422
2723416
2723752
2723435
2723548
2723672
2723721
2723702
2723438
2723628
2723638
2723632
2723697
2723572
2723426
2723662
2723732
2723585
2723530
2723595
2723575
2723727
2723690
2723555
2723519
2723554
2723749
2723523
2723413
2723731
2723640
2723617
2723660
2723561
2723394
2723682
2723722
2723619
2723534
2723511
2723592
2723570
2723600
2723681
2723649
2723668
2723433
2723744
2723406
2723651
2723641
2723512
2723398
2723746
2723421
2723678
2723579
2723737
2723718
2723550
2723583
2723525
2723503
2723389
2723725
2723693
2723857
2723925
2723831
2723804
2723847
2723917
2723814
2723913
2723923
2723816
2723942
2723970
2723828
2723843
2723965
2723840
2723919
2723887
2723793
2723806
2723805
2723836
2723922
2723821
2723972
2723791
2723927
2723872
2723868
2723879
2723951
2723874
2723920
2723940
2723863
2723947
2723943
2723933
2723935
2723898
2723849
2723907
2723949
2723798
2723801
2723852
2723882
2723885
2723899
2723962
2723818
2724083
2723902
2723979
2723937
2723918
2723851
2723915
2723931
2723860
2723866
2723971
2723953
2723807
2723890
2723929
2723838
2723954
2723858
2723873
2723964
2723906
2723832
2723835
2723948
2723959
2723895
2723812
2723870
2723909
2723795
2723891
2723932
