metadata field,Child Doc Octiv ID,parent begdoc id,Parent Doc Octiv ID
parent_begdoc,2718972,CTRL00019219,2718971
parent_begdoc,2718973,CTRL00019219,2718971
parent_begdoc,2718974,CTRL00019219,2718971
parent_begdoc,2718975,CTRL00019219,2718971
parent_begdoc,2718976,CTRL00019219,2718971
parent_begdoc,2718977,CTRL00019219,2718971
parent_begdoc,2718967,CTRL00018738,2718966
parent_begdoc,2718968,CTRL00018738,2718966
parent_begdoc,2718969,CTRL00018738,2718966
parent_begdoc,2718970,CTRL00018738,2718966
parent_begdoc,2718956,CTRL00018693,2718960
parent_begdoc,2718957,CTRL00018693,2718960
parent_begdoc,2718958,CTRL00018693,2718960
parent_begdoc,2718959,CTRL00018693,2718960
parent_begdoc,2718961,CTRL00018693,2718960
parent_begdoc,2718962,CTRL00018693,2718960
parent_begdoc,2718964,CTRL00018693,2718960
parent_begdoc,2718965,CTRL00018693,2718960
parent_begdoc,2718950,CTRL00018860,2718949
parent_begdoc,2718951,CTRL00018860,2718949
parent_begdoc,2718952,CTRL00018860,2718949
parent_begdoc,2718953,CTRL00018860,2718949
parent_begdoc,2718954,CTRL00018860,2718949
parent_begdoc,2718955,CTRL00018860,2718949
parent_begdoc,2718938,CTRL00019126,2718939
parent_begdoc,2718940,CTRL00019126,2718939
parent_begdoc,2718941,CTRL00019126,2718939
parent_begdoc,2718942,CTRL00019126,2718939
parent_begdoc,2718943,CTRL00019126,2718939
